project_code,project_name,sector,agency,state,physical_progress_pct,pace_pct_per_month,risk_score,risk_tier,cost_original_cr,cost_final_expected_cr,cost_variance_cr,cost_variance_pct,cost_estimate_confidence,date_approval,date_original,date_revised,date_agency_says,date_projected_p50,date_projected_p80,date_confidence,prob_finish_3mo_pct,prob_finish_12mo_pct,slip_declared_mo,slip_p50_mo,slip_p80_mo,benchmark_status,cohort_basis,why
N18000295,GUJARAT 200 MW (GUVNL TENDER),POWER,NTPC,GUJARAT,66.0,7.33,18.7,Low,842.3,1049.6,207.3,24.6,moderate,Jan-2021,Jul-2022,Mar-2026,Mar-2026,Mar-2026,Aug-2026,extrapolation - unverifiable beyond 1 year,1.6,6.3,44.0,44.0,50.0,exhausted - already later than the typical completed project,sector,2.9y past original commissioning date
N21000029,"CONSTRUCTION OF AIIMS AT JAMMU VIJAYPUR, SAMBA JAMMU AND KASHMIR",HEALTH AND FAMILY WELFARE,CPWD FOR HEALTH,JAMMU AND KASHMIR,100.0,0.07,18.7,Low,1404.0,1642.0,238.0,17.0,moderate,Mar-2019,Sep-2023,May-2025,May-2025,Jul-2025,Jan-2026,near-term - validated (avg error ~6 months),20.5,60.0,20.0,22.0,28.0,within benchmark range,all-sector fallback,21 months past original date; date already moved 4x in 10 months
N24001419,DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-I PKG-XI) FROM JUNCTION WITH JALANDHAR - KAPURTHALA ROAD (NH-,ROAD TRANSPORT AND HIGHWAYS,NHAI,PUNJAB,43.4,0.08,18.6,Low,1270.0,1270.0,0.0,0.0,moderate,Feb-2021,Apr-2024,Nov-2024,Nov-2024,Apr-2027,Aug-2029,extrapolation - unverifiable beyond 1 year,2.0,7.8,7.0,36.0,64.0,within benchmark range,sector,14 months past original date; no physical progress for 8 consecutive reports
N24001466,WIDENING TO EXISTING SINGLE LANE /INTERMEDIATE LANE TO 2 LANE FROM KM185.00 TO KM 220.00 OF NH- 61 (N,ROAD TRANSPORT AND HIGHWAYS,MORTH,NAGALAND,80.3,2.65,18.6,Low,297.2,297.2,0.0,0.0,moderate,Mar-2021,Jul-2024,Dec-2025,Dec-2025,Jul-2027,Oct-2029,extrapolation - unverifiable beyond 1 year,0.2,0.8,17.0,36.0,64.0,within benchmark range,sector,11 months past original date; date already moved 2x in 10 months
N24001954,WIDENING TO 2LPS OF RAMPACHODAVARAM - KOYYURU SECTION OF NH516E FROM KM.43.700 TO KM 113.820,ROAD TRANSPORT AND HIGHWAYS,MORTH,ANDHRA PRADESH,91.0,1.38,18.6,Low,568.1,568.1,0.0,0.0,moderate,Mar-2022,Jan-2025,,Jan-2025,Jan-2028,May-2030,extrapolation - unverifiable beyond 1 year,1.1,4.3,0.0,36.0,64.0,within benchmark range,sector,5 months past original date
N24001550,DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-II PKG-XVI) EXISTING JAKH (VIJAYPUR)-KUNJWANI SECTION OF NH-4,ROAD TRANSPORT AND HIGHWAYS,NHAI,JAMMU AND KASHMIR,83.7,2.41,18.5,Low,1821.7,1917.3,95.6,5.2,moderate,Sep-2021,Sep-2024,Dec-2025,Dec-2025,Sep-2027,Jan-2030,extrapolation - unverifiable beyond 1 year,0.5,1.9,15.0,36.0,64.0,within benchmark range,sector,9 months past original date
N22000604,DOUBLING BETWEEN BHIWANI-DOBH BAHALI,RAILWAYS,NWR,HARYANA,55.0,3.72,18.3,Low,471.1,471.1,0.0,0.0,moderate,Feb-2023,Feb-2028,Mar-2026,Mar-2026,Oct-2028,Apr-2033,extrapolation - unverifiable beyond 1 year,0.2,0.6,-23.1,9.0,62.0,within benchmark range,sector,elevated risk on combined profile
N24000909,JALANDHAR-HOSHIARPUR SECTION OF NH-70 [NEW NH NO. 3] FROM EXISTING KM 11.400 TO KM 49.200,ROAD TRANSPORT AND HIGHWAYS,MORTH,PUNJAB,44.0,1.29,18.2,Low,1069.6,1069.6,0.0,0.0,moderate,Oct-2017,Oct-2019,,Dec-2025,Dec-2025,Jun-2026,extrapolation - unverifiable beyond 1 year,5.4,19.8,0.0,74.0,80.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 74 months past its approved date; 5.7y past original commissioning date; spend outruns works by 25pp
N24001999,CONSTRUCTION OF REALIGNMENT BETWEEN PANDRASS- PASHKYUN (TOTAL LENGTH 27.10 KM) ON ROAD ZOZILA-KARGIL,ROAD TRANSPORT AND HIGHWAYS,BRO,LADAKH,37.0,2.01,18.2,Low,426.1,426.1,0.0,0.0,moderate,Nov-2021,Jun-2025,,Jun-2025,Jun-2028,Oct-2030,extrapolation - unverifiable beyond 1 year,1.7,6.6,0.0,36.0,64.0,within benchmark range,sector,no physical progress for 7 consecutive reports
N24001968,CONSTRUCTION OF STRR (WEST SIDE)-NH948A-BALAGONDAPALLI (TAMIL NADU) TO KARNATAKA/TAMIL NADU BORDER F,ROAD TRANSPORT AND HIGHWAYS,NHAI,TAMIL NADU,45.0,0.37,18.2,Low,1260.7,1260.7,0.0,0.0,moderate,Apr-2022,May-2025,,May-2025,May-2028,Aug-2030,extrapolation - unverifiable beyond 1 year,0.3,1.1,0.0,36.0,64.0,within benchmark range,sector,1 months past original date; no physical progress for 6 consecutive reports
N04000080,CONSTRUCTION OF ATC TOWER AND TECHNICAL BLOCK AT NSCBI AIRPORT KOLKATA,CIVIL AVIATION,AAI,WEST BENGAL,100.0,0.0,18.1,Low,458.0,458.0,0.0,0.0,moderate,Jan-2016,Mar-2020,Dec-2023,Dec-2023,Jul-2025,Jan-2026,near-term - validated (avg error ~6 months),30.3,76.4,45.0,64.0,70.0,exhausted - already later than the typical completed project,all-sector fallback,5.3y past original commissioning date; no physical progress for 9 consecutive reports
N24001794,SANCHORE - SANTALPUR FROM KM 99.000- KM 130.073 OF NH-754K (AJ- RGBS-PACKAGE-4),ROAD TRANSPORT AND HIGHWAYS,NHAI,GUJARAT,99.7,0.03,18.1,Low,778.2,785.7,7.5,1.0,moderate,Feb-2020,Mar-2023,Dec-2024,Dec-2024,Jul-2025,Jan-2026,near-term - validated (avg error ~6 months),16.6,51.7,21.1,28.0,34.1,within benchmark range,sector,2.3y past original commissioning date; no physical progress for 6 consecutive reports
N22000525,SURFACE TRIANGLE LINE BETWEEN BHADURA STATION AND NEW CROSSING STN KARMA DOUBLING,RAILWAYS,ECR,UTTAR PRADESH,0.0,0.0,18.1,Low,200.0,200.0,0.0,0.0,moderate,Oct-2022,Oct-2027,,Oct-2027,Jul-2028,Nov-2032,extrapolation - unverifiable beyond 1 year,0.5,2.0,0.0,10.0,62.0,within benchmark range,sector,no physical progress for 9 consecutive reports; pace is 0% of what the current date needs; spend outruns works by 28pp
N24002244,IMPHAL - KHONGSANG - JIRIBAM PKG- 2,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MANIPUR,11.5,4.34,18.1,Low,195.1,195.1,0.0,0.0,moderate,Mar-2021,Mar-2026,,Mar-2026,Mar-2029,Jul-2031,extrapolation - unverifiable beyond 1 year,0.4,1.6,0.0,36.0,64.0,within benchmark range,sector,pace is 44% of what the current date needs
N24000665,TWO-LANNING WITH PAVED SHOULDER OF MAHSHKUNT-SAHARSA- PURNEA SECTION FROM EXISTING KM.89.020 (DESIGN,ROAD TRANSPORT AND HIGHWAYS,NHAI,BIHAR,86.7,1.25,18.0,Low,672.9,893.9,221.0,32.8,moderate,Mar-2017,Mar-2020,Dec-2025,Dec-2025,Dec-2025,Jun-2026,extrapolation - unverifiable beyond 1 year,2.8,10.6,69.0,69.0,75.0,exhausted - already later than the typical completed project,sector,5.3y past original commissioning date
N30000024,SEWERAGE SCHEME INTERCEPTION AND DIVERSION WITH STP WORKS AT MEERUT UTTAR PRADESH,WATER RESOURCES,UPJALNIGAM,UTTAR PRADESH,27.0,2.06,18.0,Low,681.8,690.7,8.9,1.3,moderate,Feb-2019,Jun-2022,,Dec-2025,Jan-2026,Sep-2027,extrapolation - unverifiable beyond 1 year,2.1,8.0,0.0,43.3,63.8,exhausted - already later than the typical completed project,all-sector fallback,agency's own forecast is 42 months past its approved date; 3.0y past original commissioning date
N24001395,KHELLANI-KHANABAL PKG-4,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,JAMMU AND KASHMIR,44.0,1.0,18.0,Low,859.7,859.7,0.0,0.0,moderate,Jul-2021,Aug-2023,Dec-2025,Jun-2026,Aug-2026,Nov-2028,extrapolation - unverifiable beyond 1 year,0.5,1.9,28.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 6 months past its approved date; 22 months past original date; no physical progress for 3 consecutive reports
N18000351,EASTERN REGION EXPANSION SCHEME XXIX,POWER,PGCIL,ODISHA,99.8,4.37,18.0,Low,524.0,524.0,0.0,0.0,moderate,Mar-2023,Nov-2025,,Jul-2025,Jul-2025,Jan-2026,near-term - validated (avg error ~6 months),30.0,76.0,0.0,-4.0,2.0,within benchmark range,sector,elevated risk on combined profile
N24001959,4 LANE FROM KM 56.400 TO KM 120.300 FROM B.KOTHAPALLI JUNCTION TO GORANTLA OF NH 716G,ROAD TRANSPORT AND HIGHWAYS,MORTH,ANDHRA PRADESH,,2.96,17.9,Low,840.0,840.0,0.0,0.0,moderate,Mar-2022,Sep-2025,,Sep-2025,Sep-2028,Jan-2031,extrapolation - unverifiable beyond 1 year,0.2,0.9,0.0,36.0,64.0,within benchmark range,sector,elevated risk on combined profile
N40000002,INDIA INTERNATIONAL CONVENTION AND EXPO CENTRE,DPIIT,IICC FOR DPIIT,DELHI,100.0,0.38,17.9,Low,4773.0,5401.0,628.0,13.2,moderate,Nov-2017,Dec-2019,,Apr-2024,Jul-2025,Dec-2025,extrapolation - unverifiable beyond 1 year,12.3,41.0,0.0,67.0,73.0,exhausted - already later than the typical completed project,all-sector fallback,agency's own forecast is 52 months past its approved date; agency anticipates +13% over approved cost; 5.5y past original commissioning date
N24000560,NAGPUR RING ROAD PACKAGE-2,ROAD TRANSPORT AND HIGHWAYS,NHAI,MAHARASHTRA,100.0,0.9,17.8,Low,591.7,591.7,0.0,0.0,moderate,Mar-2016,Jul-2019,Mar-2024,Jun-2025,Jul-2025,Jan-2026,near-term - validated (avg error ~6 months),18.5,55.9,56.0,72.0,78.1,exhausted - already later than the typical completed project,sector,agency's own forecast is 15 months past its approved date; 5.9y past original commissioning date
N22000564,BHANDAI - FLYOVER FOR ETAWAH BOUND DOWN TRAINS,RAILWAYS,NCR,UTTAR PRADESH,8.0,0.06,17.7,Low,187.2,250.2,63.0,33.7,moderate,Apr-2019,Dec-2025,,Mar-2026,Sep-2026,Jan-2031,extrapolation - unverifiable beyond 1 year,7.4,26.4,0.0,9.2,62.0,within benchmark range,sector,agency's own forecast is 3 months past its approved date; agency anticipates +34% over approved cost; no physical progress for 5 consecutive reports
N18000319,DAYAPAR WIND ENERGY PROJECT 150MW,POWER,NTPC,GUJARAT,100.0,11.11,17.7,Low,937.8,937.8,0.0,0.0,moderate,Nov-2021,May-2023,Aug-2025,Aug-2025,Aug-2025,Feb-2026,near-term - validated (avg error ~6 months),78.5,99.8,27.0,27.0,33.1,within benchmark range,sector,2.1y past original commissioning date; date already moved 2x in 10 months
N24001420,DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-I PKG-XII) FROM JUNCTION WITH AMRITSAR-MEHTA- SRIHARGOBINDPUR-,ROAD TRANSPORT AND HIGHWAYS,NHAI,PUNJAB,20.6,1.02,17.6,Low,853.7,853.7,0.0,0.0,moderate,Feb-2021,Apr-2024,Dec-2025,Dec-2025,Apr-2027,Aug-2029,extrapolation - unverifiable beyond 1 year,0.2,0.8,20.0,36.0,64.0,within benchmark range,sector,14 months past original date; pace is 8% of what the current date needs
N26000118,OPTICAL TRANSPORT NETWORK (OTN) PH-4 IN BSNL,TELECOMMUNICATIONS,BSNL,MULTI STATE,100.0,9.1,17.5,Low,811.0,811.0,0.0,0.0,moderate,Feb-2024,Aug-2025,,Aug-2025,Aug-2025,Feb-2026,near-term - validated (avg error ~6 months),74.9,99.6,0.0,0.0,6.0,within benchmark range,all-sector fallback,elevated risk on combined profile
N24001955,GUDIWADA TOWN 2 LANE ROB AND ROAD IMPROVEMENT OF NH165 IN REPLACEMENT OF LC NO 3ESPL3 AT KM 231.700,ROAD TRANSPORT AND HIGHWAYS,MORTH,ANDHRA PRADESH,80.0,3.13,17.2,Low,317.2,317.2,0.0,0.0,moderate,Mar-2022,May-2025,,May-2025,May-2028,Aug-2030,extrapolation - unverifiable beyond 1 year,0.7,2.6,0.0,36.0,64.0,within benchmark range,sector,1 months past original date; no physical progress for 3 consecutive reports
N24002051,CONSTRUCTION OF NEW 2 LANE WITH PAVED SHOULDER OF HAMIRPUR BYPASS (PACKAGE IVA) OF NH-88 (NEW NH-103,ROAD TRANSPORT AND HIGHWAYS,NHAI,HIMACHAL PRADESH,81.5,3.82,17.2,Low,739.4,739.4,0.0,0.0,moderate,Jul-2022,Oct-2025,,Oct-2025,Oct-2028,Jan-2031,extrapolation - unverifiable beyond 1 year,0.2,1.0,0.0,36.0,64.0,within benchmark range,sector,elevated risk on combined profile
N26000115,SUPER EDGE ROUTERS FOR BSNL INTERNET PROTOCOL - MULTI PROTOCOL LEBEL SWITCHING (IPMPLS) NETWORK AND,TELECOMMUNICATIONS,BSNL,MULTI STATE,100.0,0.0,17.1,Low,185.3,239.6,54.3,29.3,moderate,Mar-2023,Mar-2024,Jul-2024,Mar-2025,Dec-2026,Jun-2029,extrapolation - unverifiable beyond 1 year,15.8,49.8,4.0,34.0,63.8,within benchmark range,all-sector fallback,agency's own forecast is 8 months past its approved date; 15 months past original date; no physical progress for 9 consecutive reports
N06000169,CHITRA EAST (RCE) OCP,COAL,ECL,JHARKHAND,51.0,0.0,17.0,Low,514.0,514.0,0.0,0.0,moderate,Aug-2018,Mar-2026,Mar-2026,Mar-2026,Dec-2028,Jun-2031,extrapolation - unverifiable beyond 1 year,0.9,3.5,0.0,34.0,63.8,within benchmark range,all-sector fallback,no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N16000411,AUGUMENTATION OF SALAYA MATHURA CRUDE OIL PIPELINE SYSTEM,PETROLEUM,IOCL,GUJARAT,100.0,1.07,16.9,Low,1614.0,1614.0,0.0,0.0,moderate,Oct-2020,Aug-2023,Jun-2025,Jun-2025,Jul-2025,Jan-2026,near-term - validated (avg error ~6 months),55.7,96.2,22.0,23.0,29.0,exhausted - already later than the typical completed project,sector,22 months past original date
N24002102,DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-I SPUR-I) FROM JN. WITH KAPURTHALA - SULTANPUR LODHI ROAD (NH,ROAD TRANSPORT AND HIGHWAYS,NHAI,PUNJAB,20.5,0.68,16.8,Low,2165.2,2165.2,0.0,0.0,moderate,Jan-2020,Apr-2026,,Apr-2027,Apr-2029,Aug-2031,extrapolation - unverifiable beyond 1 year,0.3,1.1,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 12 months past its approved date; pace is 9% of what the current date needs
N04000107,JAMMU - CONSTRUCTION OF NEW CIVIL ENCLAVE,CIVIL AVIATION,AAI,JAMMU AND KASHMIR,30.2,2.11,16.8,Low,861.4,861.4,0.0,0.0,moderate,Jul-2022,Jun-2026,,Jun-2026,Apr-2029,Sep-2031,extrapolation - unverifiable beyond 1 year,0.1,0.4,0.0,34.0,63.8,within benchmark range,all-sector fallback,pace is 36% of what the current date needs
N24002008,WIDENING TO 2 LANE WITH PAVED SHOULDERS OF SIDDIPET- ELKATHURTHY SECTION FROM KM 69/978 TO KM 133/6,ROAD TRANSPORT AND HIGHWAYS,MORTH,TELANGANA,82.0,1.54,16.8,Low,578.8,578.8,0.0,0.0,moderate,Jan-2022,Dec-2024,,Dec-2024,Dec-2027,Apr-2030,extrapolation - unverifiable beyond 1 year,0.6,2.4,0.0,36.0,64.0,within benchmark range,sector,6 months past original date
N24000765,CONSTRUCTION OF TWO LANE WITH HARD SHOULDERS OF MERANGKONG- TAMLU-MON ROAD FROM EXISTING KM 60.345 TO,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,NAGALAND,60.1,4.13,16.7,Low,324.0,324.0,0.0,0.0,moderate,Mar-2018,Sep-2018,Jun-2023,Sep-2025,Sep-2025,Apr-2026,extrapolation - unverifiable beyond 1 year,2.2,8.7,57.0,85.0,91.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 27 months past its approved date; 6.7y past original commissioning date
N28000140,"C/O PERMANENT CAMPUS OF IIT PALAKKAD PHASE IA AT PUDESSERY VILLAGE,KANJIKODE WEST, DISTRICT PALAKKA",DEPARTMENT OF HIGHER EDUCATION,CPWD EDUCATION,KERALA,67.0,0.06,16.6,Low,753.6,753.6,0.0,0.0,moderate,Jul-2019,Mar-2021,,Nov-2025,Nov-2025,Aug-2026,extrapolation - unverifiable beyond 1 year,14.3,46.0,0.0,56.0,65.5,exhausted - already later than the typical completed project,all-sector fallback,agency's own forecast is 56 months past its approved date; 4.3y past original commissioning date
N24002046,CONSTRUCTION OF 6 LANE DURG RAIPUR ARANG BYPASS PKG 2 SECTION OF NH 53 FROM CH 44+500 TO CH.92+230 I,ROAD TRANSPORT AND HIGHWAYS,NHAI,CHHATTISGARH,40.9,1.81,16.6,Low,1958.9,1958.9,0.0,0.0,moderate,Jun-2022,May-2025,,May-2025,May-2028,Aug-2030,extrapolation - unverifiable beyond 1 year,0.3,1.2,0.0,36.0,64.0,within benchmark range,sector,1 months past original date
N24002057,FOUR LANING OF MEHGAMA HANSDIHA SECTION OF NH-33 FROM EXISTING KM 41.900 TO 93.000 IN THE STATE OF J,ROAD TRANSPORT AND HIGHWAYS,NHAI,JHARKHAND,0.0,0.0,16.6,Low,1443.8,1443.8,0.0,0.0,moderate,Dec-2022,May-2025,,May-2025,May-2028,Aug-2030,extrapolation - unverifiable beyond 1 year,0.4,1.6,0.0,36.0,64.0,within benchmark range,sector,1 months past original date; no physical progress for 9 consecutive reports
N06000165,SIDULI MINE (OC AND UG),COAL,ECL,WEST BENGAL,14.0,0.09,16.6,Low,535.2,535.2,0.0,0.0,moderate,May-2018,Mar-2027,,Mar-2027,Dec-2029,Jun-2032,extrapolation - unverifiable beyond 1 year,1.9,7.3,0.0,34.0,63.8,within benchmark range,all-sector fallback,no physical progress for 6 consecutive reports; pace is 2% of what the current date needs
N28000105,REDEVELOPMENT OF GPRA COLONY AT NAUROJI NAGAR,URBAN DEVELOPMENT,NBCC,DELHI,98.0,0.0,16.5,Low,2694.0,2694.0,0.0,0.0,moderate,Jul-2016,,,,Jul-2025,Jan-2026,near-term - validated (avg error ~6 months),23.3,65.4,0.0,,,within benchmark range,all-sector fallback,elevated risk on combined profile
N24001654,SIX LANING OF START OF KOLLAM BYPASS (KM.486+000) KADAMBATTUKONAM (KM.517+250) SECTION OF NEW NH-66,ROAD TRANSPORT AND HIGHWAYS,NHAI,KERALA,76.9,2.58,16.5,Low,2641.4,2641.4,0.0,0.0,moderate,Jun-2021,Mar-2025,Feb-2026,Feb-2026,Mar-2028,Jul-2030,extrapolation - unverifiable beyond 1 year,0.2,0.6,11.1,36.0,64.0,within benchmark range,sector,3 months past original date; date already moved 2x in 10 months
N24002103,COMPLETION OF BALANCE WORKS PENDING IN BIT AND PIECES (INCOMPLETE STRETCH AT 7 LOCATIONS) AND LISTED,ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,98.0,10.51,16.5,Low,166.5,166.5,0.0,0.0,moderate,Sep-2022,Jan-2025,,Jun-2025,Jan-2028,May-2030,extrapolation - unverifiable beyond 1 year,8.8,30.7,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 5 months past its approved date; 5 months past original date
N24001983,4 LANING FROM EXISTING KM 39.380 (DESIGN CH. 37.000) TO KM 74.450 (DESIGN CH. 69.000) OF MUCHUKOTA ?,ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,55.0,2.03,16.4,Low,972.6,1055.2,82.6,8.5,moderate,Oct-2022,Aug-2025,,Aug-2025,Aug-2028,Dec-2030,extrapolation - unverifiable beyond 1 year,0.3,1.3,0.0,36.0,64.0,within benchmark range,sector,agency anticipates +8% over approved cost; pace is 9% of what the current date needs
N16000275,DURGAPUR-HALDIA PIPELINE PROJECT,PETROLEUM,GAIL,WEST BENGAL,90.0,0.33,16.4,Low,1740.0,2433.2,693.2,39.8,moderate,Mar-2017,Dec-2020,Dec-2025,Dec-2025,Dec-2025,Jun-2026,extrapolation - unverifiable beyond 1 year,5.7,20.9,60.0,60.0,66.0,exhausted - already later than the typical completed project,sector,4.5y past original commissioning date; pace is 20% of what the current date needs; date already moved 2x in 10 months
N10000014,25.5 MW WIND POWER PROJECT AT KAYATHAR IN TAMILNADU,MINES,NALCO,TAMIL NADU,65.0,0.0,16.2,Low,166.6,163.2,-3.4,-2.0,moderate,Sep-2017,Jun-2019,Dec-2025,Dec-2025,Dec-2025,Jun-2026,extrapolation - unverifiable beyond 1 year,1.0,4.1,78.0,78.0,84.0,exhausted - already later than the typical completed project,all-sector fallback,6.0y past original commissioning date; no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N24002052,REHABILITATION AND UP-GRADATION OF EXISTING ROAD TO 2L PS FROM END OF HAMIRPUR BYPASS (NEAR CHILBAHA,ROAD TRANSPORT AND HIGHWAYS,NHAI,HIMACHAL PRADESH,71.2,2.77,16.2,Low,1146.2,1146.2,0.0,0.0,moderate,Feb-2022,Apr-2025,,Apr-2025,Apr-2028,Aug-2030,extrapolation - unverifiable beyond 1 year,0.4,1.7,0.0,36.0,64.0,within benchmark range,sector,2 months past original date
N22000510,PURULIA TO KOTSHILA DOUBLING (39.1 KM),RAILWAYS,SER,WEST BENGAL,100.0,3.83,16.1,Low,338.0,393.8,55.8,16.5,moderate,Apr-2018,Dec-2024,,Mar-2025,Jul-2025,Jan-2026,near-term - validated (avg error ~6 months),56.4,96.4,0.0,7.0,13.0,within benchmark range,sector,agency's own forecast is 3 months past its approved date; 6 months past original date
N24001841,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM KODUR 0.000 KMS TO VANAVOLU 24.300 KMS OF NH 544G PACKA,ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,59.6,3.7,16.1,Low,912.9,912.9,0.0,0.0,moderate,Dec-2022,Sep-2025,,Feb-2026,Sep-2028,Jan-2031,extrapolation - unverifiable beyond 1 year,0.2,0.8,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 5 months past its approved date; pace is 28% of what the current date needs
N22000535,RAJKOT-KANALUS (111.20 KM),RAILWAYS,WR,GUJARAT,72.0,1.28,15.9,Low,1011.7,1080.6,68.9,6.8,moderate,Oct-2021,Oct-2026,Jun-2026,Jun-2026,Jul-2027,Dec-2031,extrapolation - unverifiable beyond 1 year,0.5,2.2,-4.0,9.0,62.0,within benchmark range,sector,date already moved 3x in 10 months
N24001820,6L OF VARADHARAJULA TO KUMARAJAPET FROM KM 0.000 TO KM 43.800 OF NH-716B (PKG-I),ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,93.3,3.57,15.6,Low,1484.8,1768.0,283.2,19.1,moderate,Feb-2021,Dec-2024,,Dec-2024,Dec-2027,Apr-2030,extrapolation - unverifiable beyond 1 year,1.3,5.2,0.0,36.0,64.0,within benchmark range,sector,agency anticipates +19% over approved cost; 6 months past original date
N22000551,NEW BG LINE INTERSECTION (5 NOS) BETWEEN GERATPUR-SANAND AND BOTAD-AHMEDABAD (16.51 KM) (PB29/NR/20,RAILWAYS,WR,GUJARAT,9.0,1.0,15.5,Low,437.2,437.2,0.0,0.0,moderate,Oct-2022,Oct-2027,Oct-2027,Oct-2027,Jul-2028,Nov-2032,extrapolation - unverifiable beyond 1 year,0.4,1.7,0.0,9.1,62.0,within benchmark range,sector,pace is 31% of what the current date needs; date already moved 2x in 10 months
N24001935,4 LANE WITH PAVED SHOULDER FROM KM 0.000 TO KM 51.119 OF TADIPATRI TO MUDDANUR OF NH67,ROAD TRANSPORT AND HIGHWAYS,MORTH,ANDHRA PRADESH,,4.51,15.5,Low,724.2,724.2,0.0,0.0,moderate,Mar-2022,Aug-2025,,Aug-2025,Aug-2028,Dec-2030,extrapolation - unverifiable beyond 1 year,0.4,1.7,0.0,36.0,64.0,within benchmark range,sector,elevated risk on combined profile
N22000631,SITARAMPUR BYE - PASS LINE (6.59 KM),RAILWAYS,ER,WEST BENGAL,0.0,0.0,15.4,Low,461.6,461.6,0.0,0.0,moderate,Feb-2023,Mar-2027,,Mar-2027,Dec-2027,Apr-2032,extrapolation - unverifiable beyond 1 year,0.1,0.4,0.0,10.0,62.0,within benchmark range,sector,no physical progress for 6 consecutive reports; pace is 0% of what the current date needs
N24000187,4-LANNING OF CHAPRA-HAJIPUR,ROAD TRANSPORT AND HIGHWAYS,NHAI,BIHAR,89.8,0.34,15.4,Low,575.0,575.0,0.0,0.0,moderate,Jan-2011,Jul-2013,Jan-2026,Jan-2026,Jan-2026,Jul-2026,extrapolation - unverifiable beyond 1 year,0.8,3.2,150.0,150.0,156.0,exhausted - already later than the typical completed project,sector,11.9y past original commissioning date; no physical progress for 3 consecutive reports; pace is 24% of what the current date needs
N24001607,BALANCE WORKS OF 4L PANVEL- INDAPUR SECTION OF NH-66 (OLD NH- 17) FROM KM 42.300 (KASU) TO KM 84.600 (,ROAD TRANSPORT AND HIGHWAYS,NHAI,MAHARASHTRA,74.8,3.59,15.4,Low,332.0,332.0,0.0,0.0,moderate,Oct-2022,May-2024,Dec-2025,Dec-2025,May-2027,Aug-2029,extrapolation - unverifiable beyond 1 year,0.3,1.1,19.0,36.0,64.0,within benchmark range,sector,13 months past original date
N24002111,FOUR LANING OF MUGAIYUR TO MARAKKANAM SECTION OF NH-332A FROM KM 31.000 TO KM 62.000,ROAD TRANSPORT AND HIGHWAYS,NHAI,TAMIL NADU,40.6,1.93,15.4,Low,825.9,1116.1,290.2,35.1,moderate,Feb-2019,Dec-2025,May-2026,May-2026,Dec-2028,Apr-2031,extrapolation - unverifiable beyond 1 year,0.5,1.9,5.0,36.0,64.0,within benchmark range,sector,pace is 36% of what the current date needs
N24001809,CONVERSION OF PARTIALLY EXCAVATED ESCAPE TUNNEL TO UNIDIRECTIONAL TWO LANE TUNNEL (INCLUDING CONSTRU,ROAD TRANSPORT AND HIGHWAYS,NHAI,HIMACHAL PRADESH,98.6,0.33,15.3,Low,470.0,280.0,-190.0,-40.4,moderate,May-2022,Mar-2024,Dec-2024,Dec-2024,Jul-2025,Jan-2026,near-term - validated (avg error ~6 months),21.0,61.1,9.0,16.0,22.0,within benchmark range,sector,15 months past original date
N04000110,PAKYONG AIRPORT- WIDENING OF BASIC STRIP AT WESTERN SIDE OF RUNWAY CHAINAGE 80M TO 920M I/C SLOPE ST,CIVIL AVIATION,AAI,SIKKIM,12.5,0.96,15.3,Low,323.3,323.3,0.0,0.0,moderate,Nov-2023,Jun-2026,,Jun-2026,Apr-2029,Sep-2031,extrapolation - unverifiable beyond 1 year,0.4,1.7,0.0,34.0,63.8,within benchmark range,all-sector fallback,pace is 13% of what the current date needs
N16000388,SRIKAKULAM ANGUL PIPELINE PROJECT,PETROLEUM,GAIL,MULTI STATE,94.6,0.33,15.3,Low,2658.3,2658.3,0.0,0.0,moderate,Sep-2019,Jul-2022,Dec-2025,Dec-2025,Dec-2025,Jun-2026,extrapolation - unverifiable beyond 1 year,2.2,8.5,41.0,41.0,47.0,exhausted - already later than the typical completed project,sector,2.9y past original commissioning date; pace is 36% of what the current date needs; date already moved 2x in 10 months
