project_code,project_name,sector,agency,state,cost_cr,physical_progress_pct,risk_score,tier,why
702699,Muzaffarpur Storm Water Drainage Phase-I Project,Unknown,ministry of housing & urban affairs,Bihar,158.78,85.0,47.4,Medium,"2.7y past original commissioning date; already rescheduled, 2.7y slip declared"
400273,"Tarakeswar-Bishnupur with extension upto Dhaniakhali, Arambagh-Irphala, Irphala- Ghatal 11.2 km, Arambagh-Champadanga 23.3 km & Bishnupur-Uparsol 31.8 km and new material modification for Mynapur-Kamarpukur via Birsha 19 km",Railways,caoc/er er mor,West Bengal,1878.82,75.0,47.4,Medium,"7.3y past original commissioning date; already rescheduled, 6.9y slip declared; cost already revised +58%"
618182,Widening to Two lane with paved shoulders from 106/830 to 158/496 of Yellareddy- Rudrur Section of NH-765D in the state of Telangana on EPC mode under NHO under Annual plan 2022-23,Roads & Highways,morth,Telangana,499.88,68.9,47.4,Medium,elevated risk on combined profile
618675,Development of 6L of Basanwahi Marangpuri Section from km 99.500 to km 124.661 of NH-130-CD,Roads & Highways,nhai,Chhattisgarh,1303.63,70.73,47.4,Medium,9 months past original date
707229,"Integrated Command control Center [ICCC] - Construction and Development of Integrated Command Control Center with Security, Surveillance, ITMS, Connecting Port, Ship Service, Smart Solid Waste Management, Smart Public Transport System",Unknown,ministry of housing and urban affairs,Andaman & Nicobar,230.0,97.0,47.3,Medium,"3.2y past original commissioning date; already rescheduled, 2.4y slip declared"
611917,Poly Butadiene Rubber plant at Panipat,Unknown,indian oil corporation limited [iocl],Haryana,2531.44,90.1,47.3,Medium,16 months past original date; cost already revised +74%
617947,Arawali Kante section of NH-17New NH-66 4L PS from Km.241/300 to 281/300,Roads & Highways,morth,Maharashtra,1443.09,80.06,47.3,Medium,"6.7y past original commissioning date; already rescheduled, 6.3y slip declared; cost already revised +43%"
618596,6L of Taliparamba to Muzhappilangad from Km 134.650 to Km 170.6 of NH-66,Roads & Highways,nhai,Kerala,3557.65,83.7,47.2,Medium,"2.2y past original commissioning date; already rescheduled, 3.7y slip declared; cost already revised +31%"
706718,C/o NITB Imphal Airport,Aviation & Aviation Infrastructure,airport authority of india [aai],Manipur,499.0,53.14,47.2,Medium,"24 months past original date; already rescheduled, 2.4y slip declared; needs 9.3%/month to hit current date"
618920,Access Controlled Highway of 4 Lane with Paved Shoulders from TN/AP Border Design Chainage Km 6151 to Puttur Design Chainage Km 81540 of NH-716 & 6 Lane with Paved Shoulders from Mallavaram to Renigunta,Roads & Highways,nhai,Andhra Pradesh,1260.37,42.48,47.1,Medium,needs 7.2%/month to hit current date
701228,Kochi - Koottanad - Bangalore - Mangalore Pipeline Phase-II,Unknown,gas authority of india limited [gail],Tamil Nadu,5909.0,97.4,47.1,Medium,"13.6y past original commissioning date; already rescheduled, 13.8y slip declared; cost already revised +103%"
400220,Kharsia-Dharamjaygarh with Spur line [East Corridor-Phase 1],Railways,indian railway construction international limited [ircon],Chhattisgarh,3798.06,95.15,47.0,Medium,"7.8y past original commissioning date; already rescheduled, 8.3y slip declared; cost already revised +24%"
702810,Singrauli Sewerage Management and Treatment Infrastructure Project,Unknown,ministry of housing & urban affairs,Madhya Pradesh,438.1,90.0,47.0,Medium,"3.3y past original commissioning date; already rescheduled, 3.3y slip declared"
618617,6L Amritsar-Bathinda Greenfield section from village Tiba on NE-5A to Jn. with Moga Jalandhar road NH-703 near Dharamkot from km 0.000 to km 39.000 of NH-754A Pkg-1,Roads & Highways,nhai,Punjab,1549.32,72.41,47.0,Medium,"20 months past original date; already rescheduled, 3.1y slip declared; cost already revised +26%"
706775,BharatNet,Telecommunication,department of telecommunications [dot],PAN India,12709.0,99.98,46.9,Medium,2.9y past original commissioning date; spend outruns works by 284pp
615343,Provision of Dynamic Reactive Compensation at Khavda pooling Station 1 [KPS1] and Khavda Pooling station 3 [KPS3],Unknown,power grid corporation of india limited [powergrid],Gujarat,501.0,8.67,46.9,Medium,needs 22.6%/month to hit current date
618317,4-Laning of chhimluang-Kolasib from section pkg-4 of NH-306 & NH-6 existing chainage km 59700 to km 86000 design chainage km 61000 to km 77500 on Silchar- vairengte-sairang road in the state of Mizoram under Bharatmala Pariyojna on EPC mode Vairengte - Sairang Pkg-4,Roads & Highways,nhidcl,Mizoram,561.91,17.12,46.9,Medium,spend outruns works by 23pp; needs 16.5%/month to hit current date
618174,Rehabilitation and Upgradation to two lane with paved shoulder configuration of NH- 752G from Sakri to Pimpalner Section Design Ch km 0000 to Ch km 21411 in the state of Maharashtra on EPC Mode. Length 21.411 km.,Roads & Highways,morth,Maharashtra,226.58,100.0,46.8,Medium,elevated risk on combined profile
619138,Yekkambi-Haveri,Roads & Highways,nhai,Karnataka,309.9,24.7,46.7,Medium,"2.3y past original commissioning date; already rescheduled, 3.9y slip declared; only 25% built with planned time exhausted"
705512,Kottavalasa-Koraput 189.278 km,Railways,cao/c/ecor ecor mor,"Multi-States (Andhra Pradesh, Odisha)",3580.41,74.0,46.7,Medium,"4.3y past original commissioning date; already rescheduled, 6.0y slip declared; cost already revised +43%"
618316,4-Laning of Vairengte - Chhimluang section Package-3 of NH-306 from Existing Chainage km 43000 to Km 59700 Design Chainage km 46000 to km 60850 on Silchar - Vairengte- Sairang road in the State of Mizoram under Bharatmala Pariyojna under NHO-NE. Package-1&2 in Assam state,Roads & Highways,nhidcl,Mizoram,491.39,17.86,46.6,Medium,spend outruns works by 31pp; needs 16.3%/month to hit current date
604795,CBR 9 MMTPA Project,Unknown,chennai petroleum corporation limited [cpcl],Tamil Nadu,36354.0,10.2,46.6,Medium,13 months past original date; cost already revised +15%; only 10% built with planned time exhausted
705359,Talcher-Bimlagarh 154 km,Railways,cao/c/ecor ecor mor,Odisha,4546.84,56.0,46.6,Medium,"16 months past original date; already rescheduled, 4.0y slip declared; cost already revised +136%"
619181,Rehabilitation and Up gradation from 4 to 8 laning of Chandikhole Paradip Section of NH-53 Old NH 5A from Km.60.000 to Km.76.646 Package-4,Roads & Highways,nhai,Odisha,1009.92,36.02,46.6,Medium,cost already revised +14%
400275,Tindivanam-Nagari 179.2 km,Railways,caoc/sr sr mor,"Multi-States (Andhra Pradesh, Tamil Nadu)",3631.34,16.0,46.6,Medium,"9.8y past original commissioning date; spend outruns works by 16pp; already rescheduled, 11.5y slip declared"
618944,Hyderabad - Maneguda,Roads & Highways,nhai,Telangana,1218.49,24.2,46.5,Medium,cost already revised +27%; needs 7.6%/month to hit current date
701570,"Replacement and revamping of pipeline projects in oil jetty area, Kandla",Unknown,deendayal port trust [dpt],Gujarat,211.61,92.0,46.5,Medium,2.8y past original commissioning date; cost already revised +24%
615861,Indaram Opencast Project,Coal,singareni collieries company limited [sccl],Telangana,424.81,81.0,46.4,Medium,16 months past original date; spend outruns works by 15pp
611602,"Modernization of Chennai Airport, Phase II, Part 2",Aviation & Aviation Infrastructure,airport authority of india [aai],Tamil Nadu,1207.0,46.0,46.4,Medium,12 months past original date; needs 10.7%/month to hit current date
618364,"Widening to 2 Lane with Hard shoulder of Akegwo-Avangkhu section of NH-202K for Package-I Design Chainage 0000 Km to 34795 Km, in the State of Nagaland on EPC mode under NH O-NE",Roads & Highways,nhidcl,Nagaland,430.24,87.0,46.4,Medium,5 months past original date
617269,Transmission System for Strengthening to facilitate evacuation of power from Bhadla/Bikaner Complex,Unknown,power grid corporation of india limited [powergrid],Uttar Pradesh,212.81,12.07,46.4,Medium,1 months past original date; only 12% built with planned time exhausted; needs 17.5%/month to hit current date
709832,25.5 MW WIND POWER PROJECT AT KAYATHAR IN TAMILNADU,Unknown,national aluminium company limited [nalco],Tamil Nadu,166.0,70.0,46.4,Medium,16 months past original date
617979,"Rehabilitation, upgradation & widening of existing highway to 2L/4LPS Rigid Pavement of NH 160 section- Phaltan to Mhaisal near Karnataka Border including Tasgaon Bypass, from existing chainage Km 301/430 to Km 458/415 in the State of Maharashtra. Package-I starting from existing chainage Km 301/430 at Phaltan Village Junction of Phaltan Baramati Road Design Chainage -301/430km & ending at existing chainage Km 341/300 Dahiwadi Village Bus Stop Design chainage Km 340466km in the S",Roads & Highways,morth,Maharashtra,533.76,74.29,46.4,Medium,needs 6.4%/month to hit current date
705772,Mughalsarai - Allahabad - 3rd line 150 km,Railways,cao/c/ncr ncr mor,Uttar Pradesh,2649.44,77.0,46.4,Medium,elevated risk on combined profile
618146,Estimate for Improvement to two lane with paved shoulder from Ramnagar to Roseda from km 3.500 to 43.000 of NH 527 E on EPC mode in State of Bihar,Roads & Highways,morth,Bihar,495.16,39.0,46.4,Medium,3 months past original date; needs 6.8%/month to hit current date
709849,PRP-VIII Group B [NH & BS Asset],Unknown,oil and natural gas corporation limited [ongc],Offshore,3348.6,98.7,46.3,Medium,5 months past original date; cost already revised +31%
618319,"4-Laning of Sethawn - N. Kawnpui section Package-6 of NH-6 from Existing Chainage km 107850 to km 126315 Design Chainage km 95500 to km 111850 on Silchar- Vairengte- Sairang road, Vairengte - Sairang Pkg-6",Roads & Highways,nhidcl,Mizoram,595.65,6.72,46.3,Medium,spend outruns works by 25pp; needs 18.6%/month to hit current date
613808,MURAIDIH UG PROJECT,Coal,bccl - cil,Jharkhand,339.87,70.47,46.2,Medium,"12.2y past original commissioning date; already rescheduled, 12.7y slip declared; needs 5.9%/month to hit current date"
705453,"Dahod-Indore via Sardarpur, Jhabua & Dhar 200.97 km incl. material modification for change in alignment via Amjhera 4.82 km",Railways,caocwr wr mor,"Multi-States (Gujarat, Madhya Pradesh)",9217.23,57.0,46.2,Medium,cost already revised +1921%; needs 6.1%/month to hit current date
705639,Ernakulam-Kumbalam - Patch doubling 7.71 km,Railways,cao/cn/ers sr mor,Kerala,827.5,25.0,46.2,Medium,cost already revised +38%; needs 10.6%/month to hit current date
618307,Rehabilitation and up-gradation of road from km 16.077 to km 43.935 total length 27.858 km of Lalchara-Kanchanpur section via Shivbari on NH-44A to 2 lane with paved shoulder in the state of Tripura on EPC Mode Pkg-2 under BharatMala Pariyojana Manu-Simlung -2,Roads & Highways,nhidcl,Tripura,456.88,54.56,46.2,Medium,18 months past original date
617836,Coke Drum Structure Package,Unknown,numaligarh refinery limited,Assam,635.28,72.0,46.2,Medium,7 months past original date
618385,Rehabilitation and up-gradation of road from design km 25.250 to km 36.460 Total lengh 11.210 km of Kailashahar-Kurti Bridge section on NH-208A to 2-lane with paved shoulder on EPC basis under NHO Package-III- Balance Work,Roads & Highways,nhidcl,Tripura,174.43,53.14,46.1,Medium,4 months past original date
617251,Revamping of Air Pollution Control Systems of SP-1 at Durgapur Steel Plant,Unknown,steel authority of india limited [sail],West Bengal,196.4,34.58,46.1,Medium,2 months past original date; needs 13.0%/month to hit current date
701766,Green Building Development Project,Unknown,ministry of housing and urban affairs,Uttarakhand,206.0,40.3,46.1,Medium,"2.7y past original commissioning date; already rescheduled, 3.1y slip declared; cost already revised +36%"
705366,Hajipur-Sagauli via Vaishali 148.3 km,Railways,cao/con/north/mhx ecr mor,Bihar,3991.33,74.0,46.1,Medium,"6.3y past original commissioning date; already rescheduled, 7.3y slip declared; cost already revised +93%"
602096,Subansiri Lower HE Project [2000 MW],Unknown,national hydroelectric power corporation limited [nhpc],"Multi-States (Arunachal Pradesh, Assam)",26075.54,97.98,46.1,Medium,"15.8y past original commissioning date; already rescheduled, 16.5y slip declared; cost already revised +315%"
705490,Gadag - Wadi 252 km,Railways,caoc/swr swr mor,Karnataka,3668.17,35.0,46.1,Medium,spend outruns works by 26pp; cost already revised +29%
618591,"Construction of 6-lane flyover at Ainthapali junction and a 2-lane ROB LHS on NH-53 Earlier NH-6 in Sambalpur, on EPC mode in Odisha under NHO",Roads & Highways,nhai,Odisha,211.74,54.2,46.1,Medium,needs 9.1%/month to hit current date
617886,Widening of existing Single lane / Intermediate lane road to 2 lane from Km 101 to Km 125 of NH 61,Roads & Highways,morth,Nagaland,252.2,44.46,46.1,Medium,1 months past original date; needs 6.2%/month to hit current date
618416,"Improvement of existing road to 2 laning with Hard Shoulders of Maram -Peren section Package-1A, length- 22.340Km from Design Chainage 0.000 km to 22.340 km on NH-129A in the State of Manipur on EPC mode",Roads & Highways,nhidcl,Manipur,226.32,75.08,46.0,Medium,"3.6y past original commissioning date; already rescheduled, 4.2y slip declared"
705777,Bhandai - Flyover for Etawah bound down trains 10 km,Railways,cao/c/ncr ncr mor,Uttar Pradesh,250.18,11.0,46.0,Medium,5 months past original date; spend outruns works by 48pp; only 11% built with planned time exhausted
612898,Construction of Permanent Campus of National Institute of Technology Arunachal Pradesh,Education,"national institute of technology, arunachal pradesh",Arunachal Pradesh,592.61,80.0,46.0,Medium,elevated risk on combined profile
702793,Indore Water Supply Infrastructure Project,Unknown,ministry of housing & urban affairs,Madhya Pradesh,287.17,99.0,45.9,Medium,"3.3y past original commissioning date; already rescheduled, 3.3y slip declared"
619207,Start of Kollam Bypass - Kadambattukonam,Roads & Highways,nhai,Kerala,3309.06,81.8,45.9,Medium,"16 months past original date; already rescheduled, 2.3y slip declared; cost already revised +25%"
707045,Establishment of new GMC Mahasamund,Healthcare,"medical education, ministry of health and family welfare",Chhattisgarh,325.0,84.0,45.8,Medium,2 months past original date
616950,PRP-VIII [Group-A],Unknown,oil and natural gas corporation limited [ongc],Offshore,1486.4,60.2,45.8,Medium,5 months past original date
612883,Establishment of Permanent Campus of NIT SIkkim at Khamdong-Gangtok District,Education,nit sikkim,Sikkim,610.76,38.0,45.8,Medium,needs 12.3%/month to hit current date
702742,SAAP-3 Water Supply Infrastructure SAAP-3 Project,Unknown,ministry of housing & urban affairs,Jharkhand,159.31,67.0,45.7,Medium,"2.7y past original commissioning date; already rescheduled, 2.7y slip declared"
618879,Rehabilitation and Upgradation to 2L PS configuration & Strengthening of Padhar to Bijni section from Km 180.000 to Km 202.815 of NH-154 Pkg-VA,Roads & Highways,nhai,Himachal Pradesh,930.86,99.86,45.7,Medium,elevated risk on combined profile
709747,Bagodara Solar Power Project,Unknown,satluj jal vidyut nigam [sjvn] thermal limited,Gujarat,339.35,51.86,45.7,Medium,7 months past original date; spend outruns works by 57pp
613002,Redevelopment of Chennai Egmore Station,Railways,ministry of railways,Tamil Nadu,842.0,0.0,45.7,Medium,4 months past original date; spend outruns works by 40pp; only 0% built with planned time exhausted
617905,Construction of 4 lane ROB with approaches in lieu of LC No. RV-172 at km 176.00 of NH-201 present NH-26 at Kesinga including land acquisition in the state of Odisha on EPC mode under Annual Plan 2021-22,Roads & Highways,morth,Odisha,324.09,78.0,45.7,Medium,14 months past original date
705783,Ludhiana-Kila Raipur 19 km with freight line at Gill station,Railways,caoc/nr nr mor,Punjab,260.33,70.0,45.7,Medium,16 months past original date
618809,4L of Beas-Mehta-Batala-Dera Baba Nanak from intersection with Jalandhar-Amritsar Highway NH-3 near Beas till start of Batala Bypass near Village Acchhal from Km. 0.000 to Km. 31.300 Pkg-1,Roads & Highways,nhai,Punjab,966.99,68.2,45.7,Medium,13 months past original date; cost already revised +19%
618492,Delhi-Amritsar-Katra Expressway Phase-I Pkg-XII from Junction with Amritsar-Mehta- SriHargobindpur-Tanda road NH-503A near SriHargobindpur to Junction with Pathankot-Gurdaspur road NH-54 near Gurdaspur Km 362420 to km 397700,Roads & Highways,nhai,Punjab,1538.47,27.6,45.7,Medium,spend outruns works by 23pp; needs 6.6%/month to hit current date
705567,Burhwal - Gonda - 3rd line 61.72 km,Railways,caoc/ner ner mor,Uttar Pradesh,1307.62,100.0,45.6,Medium,16 months past original date; cost already revised +29%
701289,Capacity Expansion of Panipat Refinery from 15 to 25 MMTPA,Unknown,indian oil corporation limited [iocl],Haryana,36225.0,94.3,45.6,Medium,"22 months past original date; already rescheduled, 2.2y slip declared"
619099,6L Amritsar-Bathinda Greenfield section from Jn. with Moga Jalandhar road NH-703 near Dharamkot to Jn. with Bhagta Bhai Ka-Bhadaur Road near Dyalpura Bhai Ka from km 39.000 to km 93.000 of NH-754A Pkg-2,Roads & Highways,nhai,Punjab,2172.71,66.53,45.5,Medium,1 months past original date; cost already revised +21%
618618,6L Amritsar-Bathinda Greenfield section from Jn. with Bhagta Bhai Ka-Bhadaur Road near Dyalpura Bhai Ka to Jn. with Mandi Dabwali Bathinda Road on NH-54 near Sangat Kalan from km 93.000 to km 154.866 of NH-754A Pkg-3,Roads & Highways,nhai,Punjab,2677.23,74.0,45.5,Medium,1 months past original date; cost already revised +32%
705392,Dimapur-Kohima 88 km,Railways,cao/c-1/nfr nfr mor,"Multi-States (Assam, Nagaland)",15310.23,45.0,45.5,Medium,"16 months past original date; already rescheduled, 4.8y slip declared; cost already revised +130%"
618000,Widening to 2-Lane with Paved Shoulders from Km 116.800 to 149.070Design Changes on Hosadurga - Holalkere Section of NH-173 in the State of Karnataka on EPC mode under Annual Plan 2021-22 Job no. NH-173-KNT-2021-22-946,Roads & Highways,morth,Karnataka,147.39,100.0,45.4,Medium,"2.4y past original commissioning date; already rescheduled, 2.3y slip declared"
618921,4L of Kathlighat to Shakral Village from Km 128.835 to Km 146.300 of NH- 5 Shimla Bypass - Pkg I,Roads & Highways,nhai,Himachal Pradesh,2648.8,64.2,45.4,Medium,3 months past original date; cost already revised +55%
702746,Augmentation and Strenghthning of Urban Water Supply Phase 1 - SAAP 3,Unknown,ministry of housing & urban affairs,Jharkhand,278.28,81.0,45.4,Medium,"3.3y past original commissioning date; already rescheduled, 3.3y slip declared"
618209,Construction & up gradation of existing road to 2-Lane with paved shoulder from existing chainage km 468000 to km 489350 Design Chainage km 465150 to km 471500 of NH-07 Old NH-58 including Joshimath bypass on EPC mode in the state of Uttarakhand Length 6.35 km,Roads & Highways,morth,Uttarakhand,258.85,37.23,45.4,Medium,10 months past original date
400167,Redevelopment of Santhal Field [Onshore-Mehsana Asset],Unknown,oil and natural gas corporation limited [ongc],Gujarat,1162.56,96.8,45.2,Medium,4 months past original date
619206,6L of Perole Nileshwar town to Taliparamba from Km 94.248 to Km 134.650 of NH-66,Roads & Highways,nhai,Kerala,3867.66,86.65,45.2,Medium,"2.5y past original commissioning date; already rescheduled, 3.2y slip declared; cost already revised +27%"
705785,Lodhma-Piska - Link line bypassing Hatia / Ranchi with Y connection 17.2 km,Railways,cao/c/ser ser mor,Jharkhand,472.5,14.0,45.1,Medium,1 months past original date; spend outruns works by 59pp; only 14% built with planned time exhausted
702632,DMRTS Phase - IV [3 Priority Corridors],Unknown,delhi metro rail corporation limited [dmrc],Delhi,24948.65,83.46,45.1,Medium,16 months past original date
400141,Expansion of Alumina Refinery Plant with addition of 5th Stream having capacity enhancement of 1.0 Million Tonee Per Annum,Unknown,national aluminium company limited [nalco],Odisha,5677.4,95.64,45.1,Medium,"3.6y past original commissioning date; already rescheduled, 3.5y slip declared; cost already revised +38%"
612885,Construction and Developement of National Institute of Technology Meghalaya Permanent Campus at Sohra,Education,"national institute of technology, meghalaya",Meghalaya,429.7,97.5,45.1,Medium,"4.3y past original commissioning date; already rescheduled, 4.6y slip declared"
619042,"Construction of six lane Flyover at Katraj junction at Km, 3/880 of NH 548-DD Vadgaon - Katraj - Kondhwa - Mantarwadi Chowk - Loni Kalbhor - Theur Phata - Lonikand Road in Pune Dist of the State of Maharashtra. On Engineering Procurement and construction EPC Basis mode L.1.326 Km,",Roads & Highways,morth,Maharashtra,163.51,83.19,45.1,Medium,5 months past original date
400416,Shivpur-Kathautia New Rail [BG] Line [49 km] [Package II of Tori-Shivpur-Kathautia line],Unknown,ministry of coal,Jharkhand,2564.34,72.0,45.1,Medium,13 months past original date; cost already revised +42%
705480,"Lalitpur-Satna, Rewa-Singrauli & Mahoba-Khajuraho 541 km",Railways,ce/c-4/wcr wcr mor,"Multi-States (Madhya Pradesh, Uttar Pradesh)",8913.94,73.0,45.1,Medium,elevated risk on combined profile
617902,construction or By-pass road on NH-26 for Nabrangpur Town,Roads & Highways,morth,Odisha,168.95,38.0,45.1,Medium,needs 12.3%/month to hit current date
618552,Development of 6L Greenfield Jalandhar Bypass starting from Kahlwan NH-03 ending at Kang Sahbu NH-703 via Sarmastpur NH-44 - Madara NH-03 - Khajurla NH-44,Roads & Highways,nhai,Punjab,2167.39,56.7,45.1,Medium,"18 months past original date; already rescheduled, 2.4y slip declared; cost already revised +24%"
617946,Kashedi to Parshuram Ghat section of NH-66 from Km 161/600 - Km 205/400 - 4L PS,Roads & Highways,morth,Maharashtra,1142.62,97.5,45.0,Medium,"6.4y past original commissioning date; already rescheduled, 5.8y slip declared"
611751,Aurangabad-Ankai 98.25 km,Railways,caocon/scr scr mor,Maharashtra,960.64,0.0,45.0,Medium,7 months past original date; spend outruns works by 40pp; only 0% built with planned time exhausted
617913,6-laning of km 9.900 to km 19/948 Aramgarh to Shamshabad Section of Hyderabad- Bangalore section of NH-44 Under NHO EPC basis in the state of Telangana,Roads & Highways,morth,Telangana,300.7,92.62,45.0,Medium,"6.2y past original commissioning date; spend outruns works by 67pp; already rescheduled, 6.1y slip declared"
612132,Transmission Scheme for Evacuation of power from REZ in Rajasthan [20 GW] under Phase-III Part D Phase I [Sikar Khetri Transmission Ltd],Unknown,power grid corporation of india limited [powergrid],"Multi-States (Delhi, Haryana, Rajasthan)",2423.0,92.47,45.0,Medium,11 months past original date
615857,Naini Coal Mine,Coal,singareni collieries company limited [sccl],Odisha,494.3,80.0,45.0,Medium,4 months past original date; spend outruns works by 19pp
618522,Balance Works for six laning of Sriperumbudur to karaipettai section of NH-4 New NH- 48 from 37000 Existing Km 37000 to Km 71015 Existing Km 71000 in Tamilnadu on EPC mode underNHDP Phase-V,Roads & Highways,nhai,Tamil Nadu,411.16,38.26,44.9,Medium,needs 7.7%/month to hit current date
618942,Balance work of 2L PS from Km 30.800 to Km 70.800 and 2L with Rigid Carriageway from Km 70.800 to km 84.120 of Khanapur- KA/GOA Border section of NH-4A,Roads & Highways,nhai,"Multi-States (Goa, Karnataka)",149.44,84.7,44.9,Medium,"2.2y past original commissioning date; already rescheduled, 2.8y slip declared"
702741,Dhanbad Water Supply Infrastructure Project,Unknown,ministry of housing & urban affairs,Jharkhand,216.55,76.0,44.7,Medium,"3.3y past original commissioning date; already rescheduled, 3.3y slip declared"
619161,Access Controlled Highway of 4 Lane with Paved Shoulders from Tiruvallur Design Chainage Km 1756 to TN/AP Broder Design Chainage Km 6151 of NH-716 Chennai- Tirupati Package-1,Roads & Highways,nhai,Tamil Nadu,1247.7,46.31,44.7,Medium,needs 6.7%/month to hit current date
618204,Construction of realignment between Pandrass- Pashkyun Total length 27.10 km on road Zozila-Kargil -Leh NH-1 to 2 lane specifications i.e. Drass alignment 9.30 km Kharboo realignment 6.30 km & Kargil alignment 11.50 km under project Vijayak BRO in the UT of Ladakh on EPC Mode,Roads & Highways,morth,Jammu and Kashmir,426.15,54.89,44.7,Medium,"13 months past original date; already rescheduled, 2.1y slip declared"
617989,Construction of Major Bridge at Km.180.865 across river Krishna on NH 167 Hagari Jadcherla section,Roads & Highways,morth,Karnataka,187.61,69.0,44.6,Medium,"4.7y past original commissioning date; already rescheduled, 5.4y slip declared; cost already revised +19%"
604791,Numaligarh Refinery Expansion Project,Unknown,numaligarh refinery limited,Assam,25313.0,87.0,44.6,Medium,"24 months past original date; already rescheduled, 2.7y slip declared; cost already revised +105%"
701330,Mehsana-Bhatinda & Bhatinda-Jammu Natural Gas Pipeline,Unknown,indian oil corporation limited [iocl],Rajasthan,7392.0,90.2,44.4,Medium,2.1y past original commissioning date
547243,BharatNet Phase-II,Telecommunication,department of telecommunications,PAN India,22174.56,93.33,44.4,Medium,3.2y past original commissioning date
705457,Ratlam-Mhow-Khandwa-Akola 472.64 km including material modification for Fatehabad-Chandrawati Ganj-Ujjain 22.96 km and Rau-DADN doubling 9.40 km,Railways,caocwr wr mor,"Multi-States (Madhya Pradesh, Maharashtra)",13314.47,75.0,44.3,Medium,cost already revised +704%
618914,"4L Elevated Corridor and at-grade improvements from Design Ch0000 to Design Ch 19870 of Danapur Bihta Section, Design Ch0000 to Design Ch0231 connecting the existing RoB near Danapur station ,1.35 Km ramps and at-grade improvements to 4- lane section on Danapur side and Upgradation of existing Two lane carriageway to Four Lane carriageway from Design Ch19870 to Design Ch23500 of Bihta - Koilwar section",Roads & Highways,nhai,Bihar,2625.4,63.91,44.3,Medium,elevated risk on combined profile
706989,Establishment of new GMC West Garo Hills [Tura],Healthcare,"medical education, ministry of health and family welfare",Meghalaya,189.0,0.0,44.3,Medium,spend outruns works by 90pp
618493,Delhi-Amritsar-Katra Expressway Phase-I Spur-I from Jn. with Kapurthala - Sultanpur Lodhi Road NH-703A near Isharwal village to Jn. with Kapurthala - Tarn Taran road NH-703AA near Goinwal Sahib [Km 24000 to Km 41000 of Amritsar connectivity],Roads & Highways,nhai,Punjab,1519.6,34.79,44.2,Medium,3 months past original date
618454,"Earthwork in Formation, Road Work, Construction of Bridges, Blanketing, P. Way Linking works including Supply of P. Way Fittings and Track Ballast in connection with Construction of Railway Siding from Jogighopa Railway Station to MMLP at Jogighopa from Ch. 00 to 3760 on Item Rate basis Package -3, Railway Siding from Jogighopa Railway Station to MMLP",Roads & Highways,nhidcl,Assam,693.97,93.23,44.2,Medium,"4.1y past original commissioning date; already rescheduled, 2.3y slip declared"
618217,Improvement/construction of existing Class-5 Road to NH Intermediate lane specification with hard shoulder from existing Km 76/340 to 134/940 Design chainage from Km 76/300 to 133/000 net Length 56.700 kms of NH-505 Sumdo-Kaza- Gramphoo road in the state of Himachal Pradesh Package I,Roads & Highways,morth,Himachal Pradesh,244.15,62.28,44.2,Medium,2 months past original date
602532,Kiru HE Project,Unknown,national hydroelectric power corporation limited [nhpc],Jammu and Kashmir,5409.0,87.0,44.2,Medium,"2.8y past original commissioning date; already rescheduled, 3.3y slip declared; cost already revised +26%"
618636,Akkalkot MH/KN border New Greenfield corridor from Km 512.000 to Km 548.400 of NH-150C part of Akkalkot KN/TS Border section Package XIV,Roads & Highways,nhai,"Multi-States (Karnataka, Maharashtra)",1403.49,57.62,44.2,Medium,elevated risk on combined profile
400120,KG-DWN-98/2 Cluster - II Development Project - NELP Block,Unknown,oil and natural gas corporation limited [ongc],Andhra Pradesh,34012.0,96.9,44.1,Medium,"6.1y past original commissioning date; already rescheduled, 6.3y slip declared"
705391,Jiribam-Imphal 110 km,Railways,cao/c-iii/nfr nfr mor,Manipur,21886.0,78.0,44.1,Medium,"already rescheduled, 2.5y slip declared; cost already revised +53%"
400188,Redevelopment of Seven General Pool Residential Accommodation [GPRA] Colonies in Delhi,Unknown,national buildings construction corporation [nbcc],Delhi,32841.0,46.7,44.0,Medium,7 months past original date
618842,"2L PS Greenfield bypass lalganj ajhara, mohanganj and Raniganj on Raebareli - Jaunpur Section Design km 0.00 to Km 53177 of NH-31",Roads & Highways,nhai,Uttar Pradesh,1280.68,0.0,44.0,Medium,spend outruns works by 16pp; needs 19.9%/month to hit current date
615863,Venkatesh Khani Coal Mine,Coal,singareni collieries company limited [sccl],Telangana,484.5,97.0,44.0,Medium,4 months past original date
615858,Kalyanikhani Opencast Project,Coal,singareni collieries company limited [sccl],Telangana,384.32,77.0,44.0,Medium,4 months past original date
705494,Rayadurg-Tumkur via Kalyandurg 213 km,Railways,caoc/swr swr mor,"Multi-States (Andhra Pradesh, Karnataka)",4612.0,65.0,43.9,Medium,"10.8y past original commissioning date; already rescheduled, 12.4y slip declared; cost already revised +85%"
602098,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,"indian institute of management, jammu",Jammu and Kashmir,500.91,96.0,43.9,Medium,"3.1y past original commissioning date; already rescheduled, 2.4y slip declared; cost already revised +18%"
707049,Establishment of new GMC Panchmahal,Healthcare,"medical education, ministry of health and family welfare",Gujarat,663.5,88.0,43.8,Medium,4 months past original date; cost already revised +104%
