project_code,project_name,sector,agency,state,cost_cr,physical_progress_pct,risk_score,tier,why
N22000409,VIZIANAGARAM -SAMABALPUR 3RD LINE,RAILWAYS,RVNL,ODISHA,4803.16,,31.4,Medium,elevated risk on combined profile
N24000917,WIDENING TO 2LPS FROM 269/30 TO 328/20 OF NH-49 IN THE STATE OF ODISHA,ROAD TRANSPORT AND HIGHWAYS,MORTH,ODISHA,199.16,100.0,31.3,Medium,"agency's own forecast is 80 months past its approved date; 6.8y past original commissioning date; already past planned completion, no revised pace available"
N24001922,WIDENING TO 2-LANE WITH PAVED SHOULDER FROM KM 0.00 TO 44.00 (KURU-GHAGHRA SECTION) OF NH- 143A INCLU,ROAD TRANSPORT AND HIGHWAYS,MORTH,JHARKHAND,153.01,96.23,31.2,Medium,agency's own forecast is 16 months past its approved date; 22 months past original date; no physical progress for 4 consecutive reports
N24001965,"REHABILITATION AND UPGRADATION OF KURWAI?MUNGAOLI?CHANDERI ROAD SECTION OF NH-346, FROM DESIGN CHAIN",ROAD TRANSPORT AND HIGHWAYS,MORTH,MADHYA PRADESH,386.49,48.77,31.2,Medium,agency's own forecast is 10 months past its approved date; 4 months past original date; no physical progress for 3 consecutive reports
N10000015,"CONSTRUCTION OF BASEMENTG FLOOR10 STORIES BUILDING FOR THE STATE OF THE ART, DG, GSI AT SECTOR-V, SA",MINES,CPWD,WEST BENGAL,255.37,40.0,31.1,Medium,"agency's own forecast is 52 months past its approved date; 3.2y past original commissioning date; already past planned completion, no revised pace available"
N22000360,DAUND - MANMAD (236 KM),RAILWAYS,CR,MAHARASHTRA,2081.27,88.0,31.0,Medium,pace is 8% of what the current date needs; spend outruns works by 45pp
N24002147,DORNALA TO KUNTA JUNCTION FROM DESIGN CHAINAGE KM 244+000 TO 267+990 SECTION OF NH-765 (PACKAGE-2),ROAD TRANSPORT AND HIGHWAYS,MORTH,ANDHRA PRADESH,244.83,,30.9,Medium,"agency's own forecast is 26 months past its approved date; 17 months past original date; already past planned completion, no revised pace available"
N24000507,FOUR LANING OF BAKHTIYARPUR - MOKAMA SECTION OF NH-31,ROAD TRANSPORT AND HIGHWAYS,NHAI,BIHAR,1167.45,99.43,30.8,Medium,"agency's own forecast is 68 months past its approved date; 5.5y past original commissioning date; already past planned completion, no revised pace available"
N24002050,REHABILITATION AND UPGRADATION TO 4L CONFIGURATION AND STRENGTHENING OF SIHUNI TO RAJOL FROM KM 51.0,ROAD TRANSPORT AND HIGHWAYS,NHAI,HIMACHAL PRADESH,698.46,67.73,30.8,Medium,pace is 28% of what the current date needs
N16000391,DHAMRA HALDIA PIPELINE PROJECT,PETROLEUM,GAIL,MULTI STATE,1030.65,86.8,30.8,Medium,2.6y past original commissioning date; pace is 12% of what the current date needs; date already moved 2x in 10 months
N24001614,4LBERKHEDI TO GODPEHRA NH-44,ROAD TRANSPORT AND HIGHWAYS,NHAI,MADHYA PRADESH,524.84,60.0,30.8,Medium,"agency's own forecast is 13 months past its approved date; 7 months past original date; already past planned completion, no revised pace available"
N24002044,4L AMBALA - KALAAMB FROM KM. - 0.800 TO KM. 33.015 OF OLD NH-72,ROAD TRANSPORT AND HIGHWAYS,NHAI,HARYANA,629.16,98.9,30.7,Medium,"already past planned completion, no revised pace available"
N24001359,TLABUNG - LUNGLEI PKG-B,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MIZORAM,740.58,61.0,30.6,Medium,"agency's own forecast is 38 months past its approved date; 2.4y past original commissioning date; already past planned completion, no revised pace available"
N24001993,DEVELOPMENT OF 6 LANE ACCESS CONTROLLED GREENFIELD HIGHWAY FROM KM. 97.000 TO KM. 162.500 MARADGI S,ROAD TRANSPORT AND HIGHWAYS,NHAI,KARNATAKA,1589.0,63.15,30.5,Medium,pace is 23% of what the current date needs
N22000506,NARAYANGARH TO BHADRAK 3RD LINE (155 KM),RAILWAYS,SER,MULTI STATE,2400.0,61.0,30.5,Medium,"agency's own forecast is 18 months past its approved date; 6 months past original date; already past planned completion, no revised pace available"
N22000565,SAHJANWA - DOHRIGHAT,RAILWAYS,NER,UTTAR PRADESH,371.77,5.0,30.3,Medium,agency anticipates +255% over approved cost; pace is 20% of what the current date needs; spend outruns works by 150pp
N24001337,CONSTRUCTION AND UPGRADATION OF EXISTING ROAD TO 2-LANE WITH PAVED SHOULDER FROM NEW ROLEP BRIDGE AT,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,SIKKIM,478.79,59.49,30.3,Medium,agency's own forecast is 8 months past its approved date; 19 months past original date; pace is 5% of what the current date needs
N06000096,MURAIDIH UG TURN-KEY PROJECT,COAL,BCCL,JHARKHAND,339.88,70.0,30.2,Medium,agency's own forecast is 152 months past its approved date; 11.2y past original commissioning date; no physical progress for 9 consecutive reports
N06000211,RCE OF INDARAM OPENCAST PROJECT,COAL,SCCL,TELANGANA,349.28,80.0,30.1,Medium,agency's own forecast is 48 months past its approved date; agency anticipates +22% over approved cost; 4.3y past original commissioning date
N24001962,"CONSTRUCTION OF MIHONA BYPASS, LAHAR BYPASS, DABOH BYPASS AND BHANDER BYPASS (TOTAL LENGTH 20.60 KM)",ROAD TRANSPORT AND HIGHWAYS,MORTH,MADHYA PRADESH,179.19,96.0,30.1,Medium,agency's own forecast is 3 months past its approved date; 6 months past original date; no physical progress for 3 consecutive reports
N24002048,CONSTRUCTION OF GREENFIELD CONNECTIVITY TO JEWAR INTERNATIONAL AIRPORT FROM DND FARIDABAD BALLABHGAR,ROAD TRANSPORT AND HIGHWAYS,NHAI,HARYANA,2898.0,49.1,30.1,Medium,"agency's own forecast is 9 months past its approved date; already past planned completion, no revised pace available"
N24001722,6L OF MADURAVOYAL TO SRIPERUMBUDUR SECTION FROM KM. 13.800 TO KM. 37.000 OF NH-4 THROUGH STATE HIGH,ROAD TRANSPORT AND HIGHWAYS,NHAI,TAMIL NADU,463.07,99.0,30.0,Medium,agency's own forecast is 22 months past its approved date; 2.3y past original commissioning date; no physical progress for 3 consecutive reports
N24002066,4L GREENFIELD ALIGNMENT OF SHIVRAMPUR TO RAMNAGAR FROM KM. 55.002 TO KM. 109.300 OF NH 119 D (PKG-I,ROAD TRANSPORT AND HIGHWAYS,NHAI,BIHAR,1494.31,4.59,30.0,Medium,no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N22000528,SONENAGAR BYE PASS LINE FROM CHIRALAPOTHU TO BAGHA BISHUNPUR,RAILWAYS,ECR,BIHAR,223.69,0.0,30.0,Medium,no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N24001939,NH165 FROM KM 0.000 TO KM 64.020 PAMARRU TO AKIVEEDU SECTION TO TWO LANE WITH PAVED SHOULDERS,ROAD TRANSPORT AND HIGHWAYS,MORTH,ANDHRA PRADESH,529.24,62.7,30.0,Medium,"agency's own forecast is 39 months past its approved date; 21 months past original date; already past planned completion, no revised pace available"
N06000214,RCE OF KAKATHIYAKHANI OC - 2 PROJECT,COAL,SCCL,TELANGANA,442.42,63.0,30.0,Medium,agency's own forecast is 72 months past its approved date; 5.3y past original commissioning date; no physical progress for 9 consecutive reports
N24001282,2 LANING OF KOHIMA - JESSAMI SECTION (PACKAGE II),ROAD TRANSPORT AND HIGHWAYS,NHIDCL,NAGALAND,355.79,65.06,29.9,Medium,"agency's own forecast is 43 months past its approved date; 3.0y past original commissioning date; already past planned completion, no revised pace available"
N24001856,CONSTRUCTION OF 4-LANE HIGHWAY FROM SAMARLAKOTA TO ACHAMPETA JUNCTION (FROM KM. 0.000 TO KM. 12.250,ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,648.75,64.67,29.8,Medium,pace is 17% of what the current date needs
N22000379,KORAPUT - SINGAPUR ROAD DOUBLING,RAILWAYS,ECOR,ODISHA,2361.74,80.0,29.8,Medium,elevated risk on combined profile
N24001431,FOUR LANING OF SATTANATHAPURAM (KM.123/800) TO NAGAPATTINAM (KM.179/555) SECTION OF NH-45A ON HAM UN,ROAD TRANSPORT AND HIGHWAYS,NHAI,TAMIL NADU,2899.77,65.0,29.7,Medium,4.7y past original commissioning date; pace is 30% of what the current date needs
N24001681,TUMKUR - NELAMANGALA(6L),ROAD TRANSPORT AND HIGHWAYS,NHAI,KARNATAKA,2032.15,52.88,29.6,Medium,pace is 18% of what the current date needs; date already moved 3x in 10 months
N24001642,FOUR LANING OF AMRITSAR BYPASS FROM NEW TARN TARAN ROAD TO AJNALA ROAD FROM DESIGN KM. 0.750 TO DESI,ROAD TRANSPORT AND HIGHWAYS,NHAI,PUNJAB,1474.77,75.25,29.6,Medium,10 months past original date; pace is 31% of what the current date needs; date already moved 2x in 10 months
N24001963,UPGRADATION OF NASRULLAGANI- REHTI-BUDHNI SCCTION TO 2-LANE WITH PAVED SHOULDER FROM KM 0+150 TO KM,ROAD TRANSPORT AND HIGHWAYS,MORTH,MADHYA PRADESH,305.12,34.46,29.6,Medium,"agency's own forecast is 11 months past its approved date; 8 months past original date; already past planned completion, no revised pace available"
N28000134,DELHI GHAZIABAD MEERUT RRTS CORRIDOR,URBAN DEVELOPMENT,NCRTC,MULTI STATE,30274.0,86.8,29.6,Medium,"already past planned completion, no revised pace available"
N24001622,4L TWIN TUBE TUNNEL INCLUDING APPROACHES FROM DIGDOL TO KHUNI NALLAH (NORTH BOUND CONNECTING WITH EX,ROAD TRANSPORT AND HIGHWAYS,NHAI,JAMMU AND KASHMIR,1401.87,0.0,29.5,Medium,12 months past original date; no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N24002120,CONSTRUCTION OF JASRA BYPASS WITH FOUR LANE PAVED SHOULDER CONFIGURATION FROM KM. 379.670 ON NH-76 (,ROAD TRANSPORT AND HIGHWAYS,MORTH,UTTAR PRADESH,274.06,88.0,29.5,Medium,elevated risk on combined profile
N24002098,6L OF AMBALA-CHANDIGARH GREENFIELD SECTION FROM KM. 0.000 TO KM. 25.000 WITH 4L SPUR TO LALRU FROM K,ROAD TRANSPORT AND HIGHWAYS,NHAI,PUNJAB,1641.66,55.0,29.5,Medium,pace is 23% of what the current date needs
N24000864,WIDENING AND UP-GRADATION TO 2- LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MIZORAM,404.29,100.0,29.5,Medium,agency's own forecast is 13 months past its approved date; agency anticipates +86% over approved cost; 14 months past original date
N24002203,IMPHAL-KOHIMA ROAD PKG-4B,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MANIPUR,268.98,18.04,29.4,Medium,pace is 42% of what the current date needs
N18000142,LATA-TAPOVAN HYDRO ELECTRIC POWER PROJECT 3X57 MW,POWER,NTPC,UTTARAKHAND,1527.0,,29.4,Medium,"7.8y past original commissioning date; already past planned completion, no revised pace available"
N24001790,SANCHORE - SANTALPUR FROM KM 67.000- KM 99.000 OF NH-754K (AJ- RGBS-PACKAGE-3),ROAD TRANSPORT AND HIGHWAYS,NHAI,GUJARAT,752.3,98.14,29.3,Medium,"22 months past original date; no physical progress for 9 consecutive reports; already past planned completion, no revised pace available"
N22000605,DOUBLING BETWEEN CHURU- RATANGARH (42.81 KM),RAILWAYS,NWR,RAJASTHAN,422.6,95.0,29.3,Medium,elevated risk on combined profile
N24001656,SIX LANING FROM THALIKULAM TO KODUNGALLUR SECTION OF NH ? 66 (OLD NH-17) FROM DESIGN CH.369+015 (EX.,ROAD TRANSPORT AND HIGHWAYS,NHAI,KERALA,2595.0,66.73,29.1,Medium,agency's own forecast is 9 months past its approved date; agency anticipates +55% over approved cost; 3 months past original date
N24001257,CONSTRUCTION OF 2-LANE WITH PAVED SHOULDER OF KOHIMA- BYPASS ROAD FROM DESIGN KM21.0 TO KM32.0 [DESIG,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,NAGALAND,342.29,33.55,29.1,Medium,"agency's own forecast is 6 months past its approved date; 2.7y past original commissioning date; already past planned completion, no revised pace available"
N24001697,4L GREENFIELD ALIGNMENT FROM KALYANAPUR TO TAL DASHRAHA OF NH-119D (PKG-III),ROAD TRANSPORT AND HIGHWAYS,NHAI,BIHAR,1358.0,22.0,29.0,Medium,"agency's own forecast is 10 months past its approved date; 4 months past original date; already past planned completion, no revised pace available"
N22000111,NEW WORK FOR CONSTRUCTION OF METRO RAILWAY FROM JOKA TO BINOY BADAL DINESH BAGH.,RAILWAYS,RVNL,WEST BENGAL,4834.54,,29.0,Medium,elevated risk on combined profile
N24001987,"CONSTRUCTION OF 1 NOS ROB, 2 NOS VUPS, SERVICE ROADS, PROVISION OF LIGHTING AND CONSTRUCTION OF OTHE",ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,152.05,76.83,29.0,Medium,"6 months past original date; already past planned completion, no revised pace available"
N22000434,MUMBAI CENTRAL VIRAR VADODARA AHMEDABAAD TRAIN PROTECTION SYSTEM 500 RKM,RAILWAYS,WR,MAHARASHTRA,311.0,0.0,28.7,Medium,"8 months past original date; no physical progress for 9 consecutive reports; already past planned completion, no revised pace available"
N24001901,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 64.535 TO K,ROAD TRANSPORT AND HIGHWAYS,BRO,JAMMU AND KASHMIR,152.93,78.27,28.7,Medium,agency's own forecast is 18 months past its approved date; 21 months past original date; no physical progress for 3 consecutive reports
N30000050,SEWERAGE SYSTEM AND STP FOR KANKARBAG ZONE PATNA,WATER RESOURCES,BUIDCO,BIHAR,453.83,53.0,28.6,Medium,agency's own forecast is 42 months past its approved date; agency anticipates +28% over approved cost; 3.0y past original commissioning date
N04000082,"CONSTRUCTION OF NEW DORNESTIC TERMINAL BUILDING AND OTHER STRUCTURES, PHASE I AND II",CIVIL AVIATION,AAI,BIHAR,1216.9,93.14,28.6,Medium,2.7y past original commissioning date; date already moved 2x in 10 months
N16000453,INSTALLATION OF BITUMEN MANUFACTURING UNIT ALONG WITH ALLIED FACILITIES AT BARAUNI,PETROLEUM,IOCL,BIHAR,389.0,35.4,28.6,Medium,"agency's own forecast is 13 months past its approved date; 2 months past original date; already past planned completion, no revised pace available"
N24001334,IMPROVEMENT/WIDENING TO 2-LANE WITH PAVED SHOULDER FROM (DESIGN KM 45.760 TO KM 63.530) BETWEEN SHIL,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MEGHALAYA,445.51,30.3,28.4,Medium,"agency's own forecast is 28 months past its approved date; 18 months past original date; already past planned completion, no revised pace available"
N22000219,PIRPAINTI-JASIDIH,RAILWAYS,ER,MULTI STATE,2555.03,45.0,28.2,Medium,agency anticipates +2% over approved cost; no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N04000088,"C/O NEW GREENFIELD AIRPORT AT HISSAR, RAJKOT, GUJARAT",CIVIL AVIATION,AAI,GUJARAT,1405.0,100.0,28.2,Medium,"2.8y past original commissioning date; no physical progress for 7 consecutive reports; already past planned completion, no revised pace available"
N24001680,4L OF SANNUR TO BIKARNAKATTE SECTION FROM KARKALA TO MANGALORE,ROAD TRANSPORT AND HIGHWAYS,NHAI,KARNATAKA,1808.12,59.0,28.2,Medium,8 months past original date; pace is 48% of what the current date needs; date already moved 3x in 10 months
N24001777,DEVELOPMENT OF 6L UER-II (PACKAGE-I) (NH-1 NEAR BAKOLI TILL KARALA KANJHAWALA ROAD) FROM KM. (-)0.70,ROAD TRANSPORT AND HIGHWAYS,NHAI,DELHI,2171.8,99.99,28.0,Medium,agency's own forecast is 20 months past its approved date; 20 months past original date; no physical progress for 3 consecutive reports
220100257,KHAGARIA-KUSHESHWAR ASTHAN (NL) (ECR),RAILWAYS,ECR,BIHAR,614.45,52.0,28.0,Medium,"agency's own forecast is 27 months past its approved date; 6 months past original date; already past planned completion, no revised pace available"
N24001927,UP-GRADATION TO 2 LANE WITH PAVED SHOULDER FROM CHARBHUJA AT DESIGN KM 0.00 (EXISTING KM 150.00) TO,ROAD TRANSPORT AND HIGHWAYS,MORTH,RAJASTHAN,838.43,99.0,28.0,Medium,elevated risk on combined profile
N06000208,KHADIA EXPANSION OCP,COAL,NCL,UTTAR PRADESH,491.67,40.86,28.0,Medium,"agency's own forecast is 24 months past its approved date; 3 months past original date; already past planned completion, no revised pace available"
N04000104,UDAIPUR AIRPORT- CONSTRUCTION OF NEW INTEGRATED PASSENGER TERMINAL BUILDING,CIVIL AVIATION,AAI,RAJASTHAN,887.0,44.61,28.0,Medium,pace is 28% of what the current date needs; date already moved 2x in 10 months
N30000051,"SEWERAGE SYSTEM AND STP FOR DIGHA ZONE, PATNA",WATER RESOURCES,BUIDCO,BIHAR,734.09,55.0,27.9,Medium,agency's own forecast is 42 months past its approved date; agency anticipates +12% over approved cost; 3.0y past original commissioning date
N24001551,DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-II PKG-XIV) FROM JUNCTION WITH PATHANKOT- GURDASPUR ROAD (NH-5,ROAD TRANSPORT AND HIGHWAYS,NHAI,JAMMU AND KASHMIR,3044.02,70.21,27.9,Medium,9 months past original date
N24001835,4L OF RATNAGIRI - KOLHAPUR SECTION FROM KM 112.340 TO KM 145.300 OF NH-166 (PKG?III),ROAD TRANSPORT AND HIGHWAYS,NHAI,MAHARASHTRA,986.0,56.4,27.8,Medium,"1 months past original date; already past planned completion, no revised pace available"
N24001335,IMPROVEMENT/WIDENING TO 2-LANE WITH PAVED SHOULDER / 4-LANING FROM (DESIGN KM 63.530 TO KM 71.520) B,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MEGHALAYA,284.21,24.0,27.8,Medium,"agency's own forecast is 35 months past its approved date; 18 months past original date; already past planned completion, no revised pace available"
N22000601,INDORE BUDNI (INDORE JABALPUR),RAILWAYS,RVNL,MADHYA PRADESH,7474.01,,27.7,Medium,elevated risk on combined profile
N12000129,REVAMPING OF OLD SUB SYSTEM OF BLAST FURNACE 3 AT BOKARO STEEL PLANT,STEEL,SAIL,JHARKHAND,513.82,67.0,27.6,Medium,elevated risk on combined profile
N24001602,4-LANING OF MADATHUKULAM - POLLACHI SECTION OF NH-209 (NEW NH-83),ROAD TRANSPORT AND HIGHWAYS,NHAI,TAMIL NADU,1409.38,91.2,27.6,Medium,2.5y past original commissioning date; pace is 36% of what the current date needs; date already moved 3x in 10 months
N18000381,"LARA SUPER THERMAL POWER PROJECT, STAGE-II (2X800 MW)",POWER,NTPC,CHHATTISGARH,15530.0,6.5,27.6,Medium,no physical progress for 3 consecutive reports; pace is 26% of what the current date needs
N16000454,INSTALLATION OF NEW BITUMEN UNIT ALONG WITH ALLIED FACILITIES AT GUJARAT,PETROLEUM,IOCL,GUJARAT,328.0,51.3,27.5,Medium,"agency's own forecast is 20 months past its approved date; 9 months past original date; already past planned completion, no revised pace available"
N24000910,REHABILITATION AND UP GRADATION TO 2 LANE WITH PAVED SHOULDER OF NH-703A FROM MAKHU (DESIGN CH 0 000,ROAD TRANSPORT AND HIGHWAYS,MORTH,PUNJAB,170.57,79.0,27.5,Medium,agency's own forecast is 67 months past its approved date; 4.6y past original commissioning date; no physical progress for 8 consecutive reports
N24002092,6-LANE AMRITSAR-BATHINDA GREENFIELD SECTION OF NH-754A FROM JUNCTION WITH MOGA JALANDHAR ROAD (NH-70,ROAD TRANSPORT AND HIGHWAYS,NHAI,PUNJAB,1801.37,51.2,27.4,Medium,pace is 28% of what the current date needs
N16000456,ATF PIPELINE FROM JAWAHARLAL NEHRU PORT TRUST (JNPT) TO NAVI MUMBAI INTERNATIONAL AIRPORT (NMIA),PETROLEUM,IOCL,MAHARASHTRA,165.0,69.8,27.3,Medium,agency's own forecast is 7 months past its approved date; pace is 14% of what the current date needs
N22000626,NAGAPATTINAM THIRUTURAIPUNDI (38KM)- NEW LINE PROJECT,RAILWAYS,SR,TAMIL NADU,677.12,20.0,27.3,Medium,pace is 10% of what the current date needs
N22000595,KHARAGPUR-ADITYAPUR - 3RD LINE (132 KM),RAILWAYS,RVNL,JHARKHAND,3249.98,,27.1,Medium,"3 months past original date; already past planned completion, no revised pace available"
N24000488,FOUR LANING OF UDHAMBUR - RAMBAN SECTION OF NH-1A,ROAD TRANSPORT AND HIGHWAYS,NHAI,JAMMU AND KASHMIR,2644.0,99.5,27.1,Medium,"6.5y past original commissioning date; no physical progress for 9 consecutive reports; already past planned completion, no revised pace available"
N24001255,CONSTRUCTION OF 2-LANE WITH PAVED SHOULDER OF KOHIMA- BYPASS ROAD FROM DESIGN KM10.500 TO 21.00KM [D,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,NAGALAND,277.44,67.91,27.0,Medium,"agency's own forecast is 21 months past its approved date; 2.7y past original commissioning date; already past planned completion, no revised pace available"
N28000130,CONSTRUCTION OF PERMANENT CAMPUS OF IIM JAMMU (PHASE 1),DEPARTMENT OF HIGHER EDUCATION,CPWD EDUCATION,JAMMU AND KASHMIR,424.93,96.0,27.0,Medium,agency anticipates +18% over approved cost; 2.9y past original commissioning date; no physical progress for 9 consecutive reports
N24002090,CONSTRUCTION OF FOUR-LANE ?WESTERN SIDE SPUR OF RAMPUR- RUDRAPUR SECTION CONNECTING NH-24 TO NH-87 BY,ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,646.27,52.09,26.8,Medium,7 months past original date; pace is 40% of what the current date needs; date already moved 3x in 10 months
N24000811,CONSTRUCTION OF SIX LANING OF DEDICATED PORT ROAD TO KRISHNAPATNAM PORT (PACKAGE-I) KM 0+000 TO KM 1,ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,314.43,71.49,26.7,Medium,agency's own forecast is 24 months past its approved date; agency anticipates +11% over approved cost; 4.5y past original commissioning date
N22000519,KODINGAMALI BAUXITE MINES TO SINGARAM RAILWAY STATION,RAILWAYS,ECOR,ODISHA,190.9,0.0,26.7,Medium,no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N21000032,"ALL INDIA INSTITUTE OF MEDICAL SCIENCES AT MANETHI, HARYANA.",HEALTH AND FAMILY WELFARE,HITES,HARYANA,1294.34,26.14,26.4,Medium,2.3y past original commissioning date; pace is 27% of what the current date needs
N24001998,"CONSTRUCTION OF 4 LANE WITH PAVED SHOULDER FROM (DESIGN CH. 14+200 TO 24+400), (DESIGN CH. 35+300 TO",ROAD TRANSPORT AND HIGHWAYS,BRO,JAMMU AND KASHMIR,832.46,46.0,26.4,Medium,no physical progress for 5 consecutive reports; pace is 11% of what the current date needs
N24002065,4L GREENFIELD ALIGNMENT OF AMAS TO SHIVRAMPUR FROM 0.000 KM. TO 55.002 KM. OF NH 119 D (PKG-I),ROAD TRANSPORT AND HIGHWAYS,NHAI,BIHAR,1390.92,22.56,26.4,Medium,"3 months past original date; already past planned completion, no revised pace available"
N24001838,6L ALURU - JAKKUVA SECTION OF NH- 130CD ROAD FROM KM 365.033 TO KM 396.800 (PKG. 1),ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,922.5,84.38,26.3,Medium,agency's own forecast is 21 months past its approved date; agency anticipates +22% over approved cost; 15 months past original date
N24001653,SIX LANING FROM KODUNGALLUR TO EDAPALLY SECTION OF NH ?66 (OLD NH-17) FROM DESIGN CHAINAGE 397+750 (,ROAD TRANSPORT AND HIGHWAYS,NHAI,KERALA,3565.82,62.43,26.2,Medium,"2 months past original date; already past planned completion, no revised pace available"
N22000554,SATNA - REWA (50 KM),RAILWAYS,WCR,MADHYA PRADESH,40.0,80.0,26.0,Medium,agency anticipates +1150% over approved cost; no physical progress for 8 consecutive reports; pace is 20% of what the current date needs
N24001434,JOGIGHOPA BRIDGE,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,ASSAM,746.76,67.85,26.0,Medium,"agency's own forecast is 25 months past its approved date; 7 months past original date; already past planned completion, no revised pace available"
N24001738,"2LPS OF BIJNOR TO KOTAWALI SECTION OF NH-709AD, PKG-IV",ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,300.79,80.61,25.9,Medium,"20 months past original date; already past planned completion, no revised pace available"
N24001836,6L KANTAKAPALLE ? SABBAVARAM SECTION OF NH-130CD ROAD FROM KM 445.100 TO KM 464.662 (PKG-4),ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,824.29,76.13,25.9,Medium,agency's own forecast is 17 months past its approved date; agency anticipates +12% over approved cost; 8 months past original date
N24001641,DELHI AMRITSAR KATRA EXPRESSWAY PHASE I SPUR III FROM JUNCTION WITH AMRITSAR JALANDHAR ROAD NH3 NEAR,ROAD TRANSPORT AND HIGHWAYS,NHAI,PUNJAB,1641.75,26.01,25.8,Medium,8 months past original date; pace is 3% of what the current date needs; date already moved 2x in 10 months
N24002083,FOUR LANING OF KARIMNAGAR- WARANGAL SECTION OF NH-563 FROM DESIGN CH.48.860 KM NEAR SH-1 CH.170.400 K,ROAD TRANSPORT AND HIGHWAYS,NHAI,TELANGANA,2413.0,72.35,25.7,Medium,pace is 10% of what the current date needs
N04000105,BELAGAVI AIRPORT- EXPANSION OF TERMINAL BUILDING AND ASSOCIATED WORKS,CIVIL AVIATION,AAI,KARNATAKA,322.45,43.0,25.7,Medium,pace is 43% of what the current date needs
N24001747,SIX LANE OF PALSIT TO DANKUNI SECTION FROM 588.870 TO KM. 652.700,ROAD TRANSPORT AND HIGHWAYS,NHAI,WEST BENGAL,2314.0,97.04,25.4,Medium,"9 months past original date; already past planned completion, no revised pace available"
N22000541,SAMNI-JAMBUSAR (24.08 KM),RAILWAYS,WR,GUJARAT,349.93,25.0,25.4,Medium,no physical progress for 8 consecutive reports; pace is 7% of what the current date needs; date already moved 2x in 10 months
N06000164,MAHAMAYA OPENCAST PROJECT,COAL,SECL,CHHATTISGARH,410.26,38.0,25.2,Medium,no physical progress for 8 consecutive reports; pace is 1% of what the current date needs
N04000090,DEVELOPMENT OF TUTICORIN AIRPORT,CIVIL AVIATION,AAI,TAMIL NADU,451.74,100.0,25.2,Medium,"3.3y past original commissioning date; already past planned completion, no revised pace available; date already moved 3x in 10 months"
N16000511,DCU REVAMP PROJECT,PETROLEUM,NRL,ASSAM,370.0,55.0,25.2,Medium,"agency's own forecast is 7 months past its approved date; 3 months past original date; already past planned completion, no revised pace available"
N16000437,"REVAMPING, AUGMENTATION OF FACILITIES AT EXISTING PORT TERMINAL AT MANGALORE",PETROLEUM,IOCL,KARNATAKA,500.62,71.1,25.2,Medium,pace is 29% of what the current date needs
N24001862,CONSTRUCTION OF BYPASS ROAD TO BALANGIR TOWN FROM KM 72/400 (DESING KM 0/0) TO KM 79/800 (DESIGN KM,ROAD TRANSPORT AND HIGHWAYS,MORTH,ODISHA,238.78,40.0,24.9,Low,pace is 25% of what the current date needs
N24002003,REHABILITATION AND UP-GRADATION OF VALIGONDA TO THORRUR SECTION TO TWO LANE WITH PAVED SHOULDERS FRO,ROAD TRANSPORT AND HIGHWAYS,MORTH,TELANGANA,549.28,74.75,24.9,Low,"6 months past original date; already past planned completion, no revised pace available"
N24001447,REHABILITATION AND UPGRADATION TO 2-LANE CONFIGURATION OF HAMIRPUR-KARNOHAL SECTION (KM 141.000 TO K,ROAD TRANSPORT AND HIGHWAYS,MORTH,HIMACHAL PRADESH,371.93,81.0,24.8,Low,"6 months past original date; already past planned completion, no revised pace available"
N24001705,FOUR LANING OF MUNGER TO MIRZACHAUKI (NH-80) SECTION FROM MUNGER TO KHARIA VILLAGE JUNCTION DESIGN C,ROAD TRANSPORT AND HIGHWAYS,NHAI,BIHAR,1485.66,0.0,24.8,Low,15 months past original date; no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N22000511,PACHORA-JAMNER WITH EXTENSION UPTO MALKAPUR NG TO BG,RAILWAYS,CR,MAHARASHTRA,955.0,0.0,24.7,Low,agency's own forecast is 19 months past its approved date; agency anticipates +119% over approved cost; no physical progress for 9 consecutive reports
