State,Sector,Sl No,Project Name,Agency Name,Project Code,Date of Approval (MM/YYYY),Date of Commissioning Original,Date of Commissioning Revised,Date of Commissioning Anticipated,Cost Original,Cost Revised,Cost Anticipated,Cumulative Expenditure in Rs. Crore,Physical Progress (%)
ANDHRA PRADESH,PETROLEUM,24,"CGD PROJECT AT KURNOOL, GUNTUR AND PRAKASAM DISTRICTS",IOCL,N16000485,3-2022,3/2030,N.A.,3/2030,"1,420.00",N.A.,"1,420.00",143.26,6.10
ANDHRA PRADESH,POWER,25,TRANSMISSION SCHEME FOR SOLAR ENERGY ZONE IN ANANTHPURAM (2500MW) AND KURNOOL (1000MW),PGCIL,N18000380,9-2023,3/2025,N.A.,9/2025,"1,249.00",N.A.,"1,249.00",340.81,52.00
ANDHRA PRADESH,POWER,26,AUGMENTATION OF 1500MVA 3RD 765/400KV TRANSFORMATION CAPACITY AT KURNOOL NEW SUBSTATION,PGCIL,N18000395,5-2023,9/2025,N.A.,9/2025,164.00,N.A.,164.00,66.00,15.00
ANDHRA PRADESH,RAILWAYS,27,KOTLPALLI-NARASAPUR (NL) (SCR),SCR,220100265,12-2001,3/2009,N.A.,3/2027,"1,045.20",N.A.,"2,500.98","1,150.84",-
ANDHRA PRADESH,RAILWAYS,28,VIJAYAWADA-GUDUR,RVNL,N22000369,4 - 2 0 1 5,1 2 / 2 0 2 3,N.A.,12/2024,"3,246.26",N.A.,"6,238.67","5,883.89",-
ANDHRA PRADESH,RAILWAYS,29,NADIKUDE-SRI KALAHASTI,SCR,N22000286,4 - 2 0 1 1,3 / 2 0 2 1,N.A.,5/2027,"2,288.70",N.A.,"3,122.35","1,919.57",-
ANDHRA PRADESH,RAILWAYS,30,GUNTUR-GUNTAKAL,SCR,N22000368,4 - 2 0 1 6,3 / 2 0 2 2,N.A.,12/2025,"3,631.00",N.A.,"3,887.48","3,449.46",-
ANDHRA PRADESH,RAILWAYS,31,KOTTAVALSA - KORAPUT DOUBLING,ECOR,N22000377,4-2015,3/2022,N.A.,3/2022,"2,499.71",N.A.,"2,499.71","1,900.38",69.50
ANDHRA PRADESH,RAILWAYS,32,"PENUKONDA-DHARMAVARAM, EXCL. DHARMAVARAM (41.5 KM)",SWR,N22000555,4-2019,3/2026,N.A.,12/2025,294.67,307.66,307.66,197.19,41.00
ANDHRA PRADESH,RAILWAYS,33,MALUGUR-PALASAMUDRAM (17.98 KM) (PB#29/NR/2022-23),SWR,N22000556,9-2022,12/2025,N.A.,12/2026,323.14,342.41,342.41,46.89,12.00
